p1	p2	interaction
P52701	P54278	reaction
P54278	P52701	reaction
P52701	P23025	binding
P23025	P52701	binding
P52701	Q9UNY4	binding
Q9UNY4	P52701	binding
P12004	P52701	catalysis
P52701	P54277	binding
P54277	P52701	binding
P52701	Q01831	binding
Q01831	P52701	binding
P52701	Q17RS7	binding
Q17RS7	P52701	binding
P52701	Q8IYD8	binding
Q8IYD8	P52701	binding
Q13156	P52701	catalysis
P52701	Q96SD1	binding
Q96SD1	P52701	binding
P52701	Q13472	binding
Q13472	P52701	binding
P52701	P13010	binding
P13010	P52701	binding
P52701	P28340	binding
P28340	P52701	binding
P52701	Q9BTP7	binding
Q9BTP7	P52701	binding
P52701	O94761	binding
O94761	P52701	binding
P52701	P54132	binding
P54132	P52701	binding
P52701	P41208	binding
P41208	P52701	binding
P52701	Q13535	binding
Q13535	P52701	binding
P52701	Q96C10	binding
Q96C10	P52701	binding
P52701	P12956	binding
P12956	P52701	binding
P52701	Q96BD5	binding
Q96BD5	P52701	binding
P52701	Q96NY9	binding
Q96NY9	P52701	binding
P52701	P18074	binding
P18074	P52701	binding
P52701	P43351	binding
P43351	P52701	binding
P52701	Q8NFZ0	binding
Q8NFZ0	P52701	binding
P52701	Q14191	binding
Q14191	P52701	binding
P35270	Q9Y3B2	binding
Q9Y3B2	P35270	binding
P27448	P51797	reaction
P51797	P31946	inhibition
P06733	P13929	binding
P13929	P06733	binding
P06733	P34932	activation
P06733	P09104	binding
P09104	P06733	binding
P06733	P12956	binding
P12956	P06733	binding
P06733	Q969H0	expression
P06733	P49189	binding
P49189	P06733	binding
P06733	P37837	binding
P37837	P06733	binding
P06733	Q9H0I9	binding
Q9H0I9	P06733	binding
P06733	P15259	binding
P15259	P06733	binding
P06733	P47895	binding
P47895	P06733	binding
P06733	P29401	binding
P29401	P06733	binding
P06733	P00352	binding
P00352	P06733	binding
P06733	P07738	binding
P07738	P06733	binding
P06733	Q8IZ83	binding
Q8IZ83	P06733	binding
P06733	P00747	binding
P00747	P06733	binding
P06733	P06744	binding
P06744	P06733	binding
P06733	P30837	binding
P30837	P06733	binding
P06733	P51854	binding
P51854	P06733	binding
P06733	P18669	binding
P18669	P06733	binding
P06733	Q9H2A2	binding
Q9H2A2	P06733	binding
P06733	O94788	binding
O94788	P06733	binding
P06733	P05091	binding
P05091	P06733	binding
P06733	Q8N0Y7	binding
Q8N0Y7	P06733	binding
O00512	P14923	binding
P14923	O00512	binding
Q9Y3Y4	O00512	reaction
O00512	Q86WG3	reaction
Q9HA47	O00512	reaction
Q9BZX2	O00512	reaction
O00512	Q9NWW6	reaction
Q9NWW6	O00512	reaction
O00512	P35222	reaction
O00512	Q9NWZ5	reaction
O00512	Q9NPI5	binding
Q9NPI5	O00512	binding
O00512	P15884	binding
P15884	O00512	binding
Q9BRQ0	O00512	reaction
Q9NRR2	P25116	activation
P25116	Q9NRR2	activation
Q9NRR2	O00254	activation
O00254	Q9NRR2	activation
Q9NRR2	Q96RI0	activation
Q96RI0	Q9NRR2	activation
O95841	Q14520	reaction
O95841	P00734	catalysis
O95841	Q04756	catalysis
O95841	P00748	catalysis
Q9GZM3	Q96MN5	reaction
O00267	Q96MN5	reaction
Q96MN5	P05423	binding
P05423	Q96MN5	binding
Q96MN5	Q6ZYL4	catalysis
Q00403	Q96MN5	catalysis
P62380	Q96MN5	reaction
Q96MN5	P28715	reaction
P28715	Q96MN5	reaction
Q13888	Q96MN5	catalysis
Q96MN5	P52657	binding
P52657	Q96MN5	binding
Q96MN5	P29084	catalysis
Q96MN5	P19388	catalysis
Q96MN5	Q92759	reaction
Q92759	Q96MN5	reaction
Q96MN5	Q9GZS1	reaction
Q13616	Q96MN5	catalysis
P35269	Q96MN5	catalysis
Q96MN5	O95619	reaction
O95619	Q96MN5	reaction
Q96MN5	Q92541	reaction
Q96MN5	Q9H9Y6	catalysis
O15514	Q96MN5	reaction
Q96MN5	P29083	reaction
P29083	Q96MN5	reaction
Q5T890	Q96MN5	reaction
Q96MN5	Q96ST2	reaction
Q96MN5	P52655	binding
P52655	Q96MN5	binding
Q96MN5	P52435	binding
P52435	Q96MN5	binding
Q96MN5	Q9Y535	reaction
Q96MN5	P20226	reaction
Q96MN5	P51948	reaction
Q96MN5	Q03111	binding
Q03111	Q96MN5	binding
Q13889	Q96MN5	catalysis
Q96MN5	P18074	reaction
P18074	Q96MN5	reaction
Q96MN5	P13984	reaction
P19447	Q96MN5	reaction
O94888	Q96MN5	reaction
Q96MN5	P52434	catalysis
Q96MN5	Q9H1A7	reaction
Q9H1A7	Q96MN5	reaction
Q7KZ85	Q96MN5	reaction
Q96MN5	Q8WVC0	binding
Q8WVC0	Q96MN5	binding
Q96MN5	P30876	reaction
Q96MN5	Q6PD62	binding
Q6PD62	Q96MN5	binding
Q9ULM3	Q96MN5	reaction
Q96MN5	P32780	reaction
Q96MN5	Q9UNN4	reaction
Q9UNN4	Q96MN5	reaction
Q96MN5	P42568	reaction
Q96MN5	P62487	reaction
Q86Y37	Q96MN5	catalysis
P53803	Q96MN5	reaction
Q96MN5	P62987	binding
P62987	Q96MN5	binding
Q96MN5	P62875	reaction
P62875	Q96MN5	reaction
Q96MN5	Q6P1K8	reaction
Q6P1K8	Q96MN5	reaction
Q96MN5	Q6P1J9	reaction
Q6P1J9	Q96MN5	reaction
P61218	Q96MN5	reaction
Q96MN5	Q9NYV4	reaction
Q96MN5	Q9H1D9	binding
Q9H1D9	Q96MN5	binding
Q6SJ96	Q96MN5	reaction
Q9Y5B0	Q96MN5	reaction
Q96MN5	Q2NKX8	reaction
Q96MN5	Q8IXW5	catalysis
Q96MN5	Q13618	reaction
Q96MN5	O75575	binding
O75575	Q96MN5	binding
Q96MN5	A6H8Y1	binding
A6H8Y1	Q96MN5	binding
Q96MN5	Q9NVU0	binding
Q9NVU0	Q96MN5	binding
Q96MN5	Q9BUI4	binding
Q9BUI4	Q96MN5	binding
Q9BXS4	Q676U5	binding
Q676U5	Q9BXS4	binding
P01019	P41143	catalysis
P41143	P62879	reaction
P62879	P41143	reaction
O14775	P41143	reaction
P41143	P19087	binding
P19087	P41143	binding
P41143	Q7RTX1	reaction
P13501	P41143	reaction
P61952	P41143	reaction
P41143	P62873	binding
P62873	P41143	binding
P41143	P41145	binding
P41145	P41143	binding
P41143	Q9UK08	reaction
Q9UK08	P41143	reaction
P41143	P04899	catalysis
P41143	P35372	catalysis
P41143	A8MTJ3	reaction
A8MTJ3	P41143	reaction
P41143	P50150	reaction
P41143	Q7RTX0	reaction
P41143	Q9P2W3	reaction
Q9P2W3	P41143	reaction
P41143	P63215	binding
P63215	P41143	binding
O60262	P41143	reaction
P41143	P48061	catalysis
Q9UBI6	P41143	catalysis
Q8NHW4	P41143	catalysis
Q14831	P41143	catalysis
P41143	P41180	catalysis
P41143	P59768	reaction
P59768	P41143	reaction
P41143	O14610	reaction
O14610	P41143	reaction
P41143	P63218	reaction
P63218	P41143	reaction
P50151	P41143	reaction
O00585	P41143	catalysis
P41143	O15444	reaction
O15444	P41143	reaction
P41143	P63096	activation
P63096	P41143	activation
Q14833	P41143	catalysis
P41143	Q14832	reaction
P41143	P09471	catalysis
O00222	P41143	reaction
P63211	P41143	reaction
P41143	P13236	catalysis
P41143	Q14416	catalysis
P41143	P08754	reaction
P08754	P41143	reaction
Q8TE23	P41143	reaction
Q9BQA1	Q00534	reaction
Q00534	Q9BQA1	reaction
Q9BQA1	O95639	reaction
O95639	Q9BQA1	reaction
Q9BQA1	Q8N5P1	catalysis
Q9BQA1	P35637	reaction
P35637	Q9BQA1	reaction
Q9BQA1	Q6UN15	binding
Q6UN15	Q9BQA1	binding
P61129	Q9BQA1	catalysis
P62306	Q9BQA1	catalysis
Q9BQA1	Q9BWT3	reaction
Q9BWT3	Q9BQA1	reaction
Q9NX07	Q9BQA1	reaction
Q9BQA1	Q14974	binding
Q14974	Q9BQA1	binding
Q9BQA1	Q13573	catalysis
Q9BQA1	Q9UKF6	reaction
Q9P2I0	Q9BQA1	reaction
Q9BQA1	P62140	binding
P62140	Q9BQA1	binding
Q9BQA1	Q9NP77	binding
Q9NP77	Q9BQA1	binding
Q9BQA1	Q12996	reaction
Q9BQA1	Q9UPT8	reaction
Q9BQA1	Q92797	reaction
Q9H0L4	Q9BQA1	catalysis
Q9BQA1	Q9NRJ5	binding
Q9NRJ5	Q9BQA1	binding
Q9BQA1	Q92804	binding
Q92804	Q9BQA1	binding
Q9BQA1	Q96GM5	binding
Q96GM5	Q9BQA1	binding
Q9BQA1	O14744	reaction
Q9BQA1	O15054	binding
O15054	Q9BQA1	binding
Q9BQA1	Q12873	binding
Q12873	Q9BQA1	binding
Q9BQA1	O14497	binding
O14497	Q9BQA1	binding
Q9UBB5	Q9BQA1	binding
Q9BQA1	Q6UXN9	binding
Q6UXN9	Q9BQA1	binding
Q9BQA1	Q92989	reaction
Q9BQA1	Q92620	binding
Q92620	Q9BQA1	binding
Q9UHI6	Q9BQA1	catalysis
Q9BQA1	Q1L5Z9	catalysis
P62304	Q9BQA1	catalysis
Q9BQA1	P11802	reaction
P11802	Q9BQA1	reaction
Q9BQA1	P51531	binding
P51531	Q9BQA1	binding
Q9BQA1	Q8TAQ2	binding
Q8TAQ2	Q9BQA1	binding
Q9BQA1	Q01844	reaction
Q01844	Q9BQA1	reaction
Q9BQA1	P62316	binding
P62316	Q9BQA1	binding
Q9BQA1	O95218	reaction
Q9BQA1	P36873	binding
P36873	Q9BQA1	binding
Q9BQA1	P62136	binding
P62136	Q9BQA1	binding
Q9BQA1	Q10570	catalysis
Q5VWG9	Q9BQA1	reaction
Q9BQA1	Q8IYU2	catalysis
Q9BQA1	Q09161	catalysis
Q9BQA1	Q92922	binding
Q92922	Q9BQA1	binding
Q9BQA1	P33240	catalysis
Q9BQA1	Q13206	binding
Q13206	Q9BQA1	binding
Q9BQA1	P07476	binding
P07476	Q9BQA1	binding
Q9BQA1	O94913	catalysis
Q14839	Q9BQA1	binding
Q9BQA1	A6NMK7	reaction
Q9BQA1	O15550	binding
O15550	Q9BQA1	binding
Q9BQA1	Q86U86	binding
Q86U86	Q9BQA1	binding
Q9BQA1	P51532	binding
P51532	Q9BQA1	binding
P14678	Q9BQA1	catalysis
P62314	Q9BQA1	catalysis
Q9BQA1	Q8NFD5	binding
Q8NFD5	Q9BQA1	binding
Q9BQA1	Q8IXZ2	binding
Q8IXZ2	Q9BQA1	binding
Q13547	Q9BQA1	binding
Q9BQA1	Q92769	binding
Q92769	Q9BQA1	binding
Q9BQA1	O60522	binding
O60522	Q9BQA1	binding
Q9BQA1	Q6STE5	binding
Q6STE5	Q9BQA1	binding
Q9BQA1	Q92879	binding
Q92879	Q9BQA1	binding
Q9BQA1	Q12824	binding
Q12824	Q9BQA1	binding
Q496Y0	Q9BQA1	catalysis
Q9BQA1	O95319	binding
O95319	Q9BQA1	binding
Q9BQA1	P54105	binding
P54105	Q9BQA1	binding
Q9BQA1	O96019	binding
O96019	Q9BQA1	binding
Q9BQA1	Q92925	binding
Q92925	Q9BQA1	binding
Q9BQA1	Q68CP9	binding
Q68CP9	Q9BQA1	binding
Q9BQA1	O75554	reaction
O75554	Q9BQA1	reaction
Q9BQA1	Q7Z6E9	binding
Q7Z6E9	Q9BQA1	binding
Q9UI95	Q9Y253	reaction
Q9Y253	Q9UI95	reaction
Q9UI95	Q9UNA4	catalysis
P09884	Q9UI95	reaction
Q9UI95	Q13257	binding
Q13257	Q9UI95	binding
Q07864	Q9UI95	reaction
Q9UI95	P28340	catalysis
Q9UBT6	Q9UI95	catalysis
Q9UI95	P30260	ptmod
P30260	Q9UI95	ptmod
Q9UBZ9	Q9UI95	catalysis
Q9UI95	Q96JM3	binding
Q96JM3	Q9UI95	binding
Q9UI95	Q13443	binding
Q13443	Q9UI95	binding
Q9UI95	Q92733	binding
Q92733	Q9UI95	binding
P12830	Q9UI95	activation
Q9UI95	P09496	binding
P09496	Q9UI95	binding
Q9UI95	Q15054	binding
Q15054	Q9UI95	binding
Q9UI95	Q9UM11	inhibition
Q9UM11	Q9UI95	inhibition
O95140	O60282	binding
O60282	O95140	binding
O95140	Q96RF0	reaction
Q96RF0	O95140	reaction
O95140	P45880	reaction
O95140	Q99962	reaction
Q99962	O95140	reaction
O95140	Q99961	reaction
O95140	Q9UBC2	reaction
Q99963	O95140	catalysis
O95140	Q15811	binding
Q15811	O95140	binding
O75061	O95140	catalysis
O95140	O14976	reaction
O95140	Q7Z434	binding
Q7Z434	O95140	binding
O95140	O60260	catalysis
Q9NZM3	O95140	catalysis
O95140	P62987	catalysis
O95140	P42566	binding
P42566	O95140	binding
Q9Y277	O95140	reaction
O95140	Q9H0R8	binding
Q9H0R8	O95140	binding
O95140	Q9Y5X1	reaction
Q9Y5X1	O95140	reaction
O60861	O95140	reaction
O95140	Q9GZQ8	binding
Q9GZQ8	O95140	binding
O95140	Q00610	binding
Q00610	O95140	binding
O95140	P21796	reaction
P21796	O95140	reaction
O95140	Q9BXM7	activation
Q9BXM7	O95140	activation
O95140	Q9H492	binding
Q9H492	O95140	binding
O95140	Q8NHS4	reaction
Q8NHS4	O95140	reaction
O95140	O00429	binding
O00429	O95140	binding
O95140	P0CG47	reaction
P0CG47	O95140	reaction
O95140	Q68DA7	binding
Q68DA7	O95140	binding
Q8IYU2	O95140	reaction
O95140	Q8WV41	reaction
Q8WV41	O95140	reaction
Q8IWA4	O95140	reaction
O95140	Q13501	binding
Q13501	O95140	binding
O95140	P53675	reaction
Q8NEU8	O95140	reaction
O95140	Q9UKG1	reaction
Q9UKG1	O95140	reaction
Q9UMZ2	O95140	reaction
O95140	Q15796	binding
Q15796	O95140	binding
O95140	O95166	binding
O95166	O95140	binding
O95140	P0CG48	reaction
P0CG48	O95140	reaction
O95140	O43474	activation
O95140	P62979	reaction
O95140	O60313	binding
O60313	O95140	binding
O95140	A6NCE7	binding
A6NCE7	O95140	binding
O95140	Q9BXW4	binding
Q9BXW4	O95140	binding
Q13029	P03372	expression
Q13029	P25490	expression
Q13029	P06400	binding
P06400	Q13029	binding
Q13029	P04637	binding
P04637	Q13029	binding
Q13029	Q92731	binding
Q92731	Q13029	binding
P41220	P49841	catalysis
P41220	Q92997	binding
Q92997	P41220	binding
O95996	P41220	reaction
P41220	P48729	reaction
P41220	Q5S007	inhibition
Q5S007	P41220	inhibition
P41220	Q13976	ptmod
P18545	P41220	activation
P50148	P41220	activation
P41220	O14793	activation
P41220	O14640	binding
O14640	P41220	binding
P41220	O14775	inhibition
O14775	P41220	inhibition
Q8N752	P41220	catalysis
O95837	P41220	activation
P30679	P41220	activation
P41220	P62879	inhibition
P62879	P41220	inhibition
P41220	P30556	expression
P41220	P62873	inhibition
P62873	P41220	inhibition
O43488	O95154	binding
O95154	O43488	binding
P16671	O43488	reaction
O43488	Q14108	reaction
O43488	Q8WTV0	reaction
O43488	O95259	binding
O95259	O43488	binding
O43488	Q8NCM2	binding
Q8NCM2	O43488	binding
O95971	Q92956	binding
Q92956	O95971	binding
P45877	Q32P28	reaction
Q32P28	O75718	binding
O75718	Q32P28	binding
Q32P28	P25067	reaction
P23284	Q32P28	catalysis
P14151	Q9ULC0	binding
Q9ULC0	P14151	binding
P14151	Q9NR96	expression
P14151	P16070	binding
P16070	P14151	binding
P14151	P31749	expression
P14151	P16581	binding
P16581	P14151	binding
P14151	P07948	binding
P07948	P14151	binding
P14151	Q9NZ53	binding
Q9NZ53	P14151	binding
P0CG47	O75379	catalysis
O75379	P54920	reaction
P54920	O75379	reaction
O75379	Q92747	binding
Q92747	O75379	binding
Q14C86	O75379	reaction
O75379	P51149	reaction
O75379	Q96JB2	reaction
Q96JB2	O75379	reaction
O75379	Q96L93	reaction
Q96L93	O75379	reaction
O75379	Q9BT88	catalysis
O75379	P52594	reaction
O75379	O43752	activation
O43752	O75379	activation
O75379	Q9UID3	reaction
Q9UID3	O75379	reaction
P61158	O75379	reaction
Q8N9I0	O75379	catalysis
P50570	O75379	catalysis
O75379	Q13596	binding
Q13596	O75379	binding
O75379	P62979	catalysis
O75379	P42566	reaction
P42566	O75379	reaction
P46459	O75379	catalysis
O75379	O43426	binding
O43426	O75379	binding
O75379	O60763	reaction
O75379	P61204	reaction
O75379	Q13492	reaction
Q13492	O75379	reaction
O00291	O75379	reaction
O75379	Q9H2B2	catalysis
O75379	Q9NRW1	binding
Q9NRW1	O75379	binding
O75379	Q9NYM9	reaction
O75379	P32856	activation
P32856	O75379	activation
O75379	O15400	binding
O15400	O75379	binding
Q10567	O75379	catalysis
Q9UNK0	O75379	reaction
O75379	O00203	catalysis
O94973	O75379	catalysis
O75379	Q8N1B4	reaction
O75379	P49418	binding
P49418	O75379	binding
O75379	Q9UQ16	reaction
Q9UQ16	O75379	reaction
Q9H201	O75379	catalysis
O75379	P21579	reaction
P21579	O75379	reaction
O75379	Q9H9E3	reaction
O75379	Q9UNH6	reaction
Q9UNH6	O75379	reaction
Q12846	O75379	inhibition
O75379	P18085	binding
P18085	O75379	binding
O75379	P20340	reaction
P20340	O75379	reaction
Q9NY64	O75379	catalysis
O75379	Q9UEU0	catalysis
O75379	P61160	reaction
O75379	O15056	reaction
O15056	O75379	reaction
O75379	P11142	reaction
P11142	O75379	reaction
O14662	O75379	reaction
O75379	P40616	reaction
O75379	P84077	reaction
O75379	O43493	binding
O43493	O75379	binding
Q9H0U4	O75379	reaction
P0CG48	O75379	catalysis
O75379	O95782	catalysis
O75379	Q15436	reaction
O75379	O60749	reaction
O60749	O75379	reaction
O60641	O75379	reaction
O75379	O43747	reaction
O75379	O60499	reaction
O75379	Q5SQN1	binding
Q5SQN1	O75379	binding
O75379	O75146	reaction
O75146	O75379	reaction
O75379	Q13277	activation
Q13277	O75379	activation
Q05193	O75379	reaction
O75379	O00429	binding
O00429	O75379	binding
Q9P2W9	O75379	catalysis
O00443	O75379	reaction
P01112	O75379	reaction
O75379	Q6PUV4	binding
Q6PUV4	O75379	binding
O75379	Q6NUQ1	reaction
Q13795	O75379	reaction
O95208	O75379	reaction
O75379	Q9BRL7	binding
Q9BRL7	O75379	binding
O75379	Q3SXY8	reaction
O75379	P51809	catalysis
O75379	P61006	reaction
O75379	P61764	catalysis
O75379	Q9H115	binding
Q9H115	O75379	binding
Q13190	O75379	reaction
O75379	Q86SZ2	reaction
Q86SZ2	O75379	reaction
O75379	Q5JT25	binding
Q5JT25	O75379	binding
O75379	P62820	reaction
O75379	O00161	activation
O00161	O75379	activation
O75379	P48444	reaction
P61224	O75379	reaction
Q4ADV7	O75379	reaction
Q01968	O75379	catalysis
O75379	O95219	binding
O95219	O75379	binding
P62834	O75379	reaction
Q8N4C7	O75379	inhibition
O75379	P01116	reaction
O75379	Q96AJ9	reaction
P35606	O75379	reaction
Q96MW5	O75379	reaction
O75379	Q8IVW1	reaction
O75379	Q86SS6	catalysis
O75379	Q6IQ22	reaction
Q9Y6Q2	O75379	catalysis
O75379	P01111	reaction
P27449	O75379	reaction
O75379	Q9H0N0	reaction
Q9H0N0	O75379	reaction
P62491	O75379	reaction
Q99747	O75379	catalysis
Q92930	O75379	reaction
O75379	Q9UBC2	reaction
Q9UBC2	O75379	reaction
O75379	Q96NA8	binding
Q96NA8	O75379	binding
Q5VWJ9	O75379	reaction
O75379	O60645	binding
O60645	O75379	binding
O75379	Q13367	reaction
O75379	Q8WXE9	reaction
O75379	Q15437	reaction
Q15437	O75379	reaction
O75379	Q9NR31	binding
Q9NR31	O75379	binding
O75379	P60880	activation
P60880	O75379	activation
O75379	Q9Y2V7	reaction
Q8NBV8	O75379	reaction
O75379	P62070	reaction
Q9Y6I3	O75379	catalysis
O75379	Q15833	binding
Q15833	O75379	binding
Q00610	O75379	catalysis
O75379	Q9NZ43	binding
Q9NZ43	O75379	binding
O75379	Q8N2H4	binding
Q8N2H4	O75379	binding
P63010	O75379	catalysis
O75558	O75379	inhibition
O75379	Q9P1Q0	reaction
Q9P1Q0	O75379	reaction
O75379	Q86YS6	activation
O75379	Q9BXS5	binding
Q9BXS5	O75379	binding
P53675	O75379	catalysis
O75379	O14810	binding
O14810	O75379	binding
O75379	P56962	binding
P56962	O75379	binding
O75379	O00186	binding
O00186	O75379	binding
O75379	O00499	reaction
Q15907	O75379	reaction
O75379	Q96IW7	binding
Q96IW7	O75379	binding
O75379	Q5VIR6	reaction
O75379	Q9Y6B6	binding
Q9Y6B6	O75379	binding
O75379	O75396	binding
O75396	O75379	binding
O75379	Q86Y82	binding
Q86Y82	O75379	binding
O95926	Q12926	binding
Q12926	O95926	binding
O95926	Q9Y3C6	reaction
O95926	Q13435	binding
Q13435	O95926	binding
O95926	P62312	reaction
P62312	O95926	reaction
O95926	Q9H2I8	binding
Q9H2I8	O95926	binding
Q13573	O95926	reaction
O95926	Q99729	reaction
Q99729	O95926	reaction
O95926	Q9Y536	reaction
Q9Y4Y9	O95926	reaction
O95926	Q9GZT3	reaction
Q9GZT3	O95926	reaction
Q15427	O95926	reaction
O95926	P09661	reaction
P09661	O95926	reaction
O95926	Q9Y222	reaction
Q9Y222	O95926	reaction
Q9Y333	O95926	reaction
O95926	P63162	binding
P63162	O95926	binding
O95926	P0DN37	reaction
O95926	Q96A72	binding
Q96A72	O95926	binding
O95926	Q13356	reaction
Q13356	O95926	reaction
O95926	O15234	reaction
O15234	O95926	reaction
O95926	Q13151	reaction
Q13151	O95926	reaction
Q8IX18	O95926	reaction
O95926	P52298	reaction
P52298	O95926	reaction
P07910	O95926	reaction
Q14103	O95926	reaction
O95926	Q15029	reaction
O95926	Q9H5Z1	binding
Q9H5Z1	O95926	binding
O95926	P62316	reaction
O95926	Q64LD2	reaction
O95926	Q9UNP9	binding
Q9UNP9	O95926	binding
O95926	Q99459	reaction
Q99459	O95926	reaction
O95926	Q9HCG8	binding
Q9HCG8	O95926	binding
O95926	Q9BWJ5	reaction
O75643	O95926	reaction
O95926	Q96RP9	binding
Q96RP9	O95926	binding
O95926	A2PYH4	reaction
O95926	Q9P013	binding
Q9P013	O95926	binding
O95926	Q7L7V1	reaction
Q8N3C0	O95926	reaction
O95926	O75533	reaction
O75533	O95926	reaction
O95926	P51991	binding
P51991	O95926	binding
O95926	P0DN26	binding
P0DN26	O95926	binding
O95926	Q14147	reaction
O95926	Q8TBF4	reaction
Q8TBF4	O95926	reaction
O95926	Q96LT9	reaction
O95926	Q9NP64	reaction
Q9NP64	O95926	reaction
O95926	Q14562	reaction
Q14562	O95926	reaction
O95926	P98179	binding
P98179	O95926	binding
O95926	Q15393	reaction
Q15393	O95926	reaction
O95926	P42696	binding
P42696	O95926	binding
O60508	O95926	reaction
O95926	Q9Y5S9	binding
Q9Y5S9	O95926	binding
Q9UBB9	O95926	reaction
O95926	Q8IY37	reaction
Q8IY37	O95926	reaction
O95926	Q8N9W6	reaction
O95926	P22626	reaction
P22626	O95926	reaction
Q8IXY8	O95926	reaction
O95926	Q6UX04	binding
Q6UX04	O95926	binding
O95926	P10243	reaction
O95926	Q9UKJ3	binding
Q9UKJ3	O95926	binding
Q9BRA0	O95926	reaction
O95926	Q15361	reaction
P23588	O95926	reaction
O95926	Q08752	reaction
O95926	P41223	binding
P41223	O95926	binding
O95926	P62995	binding
P62995	O95926	binding
O95926	Q96DI7	binding
Q96DI7	O95926	binding
P10242	O95926	reaction
O95926	P08579	reaction
P23284	O95926	reaction
Q6P158	O95926	reaction
O95926	Q9UKM9	binding
Q9UKM9	O95926	binding
O95926	Q9H2H8	reaction
O43447	O95926	reaction
O95926	P62314	reaction
P62314	O95926	reaction
O95926	Q9BW85	binding
Q9BW85	O95926	binding
O95926	O14979	reaction
P0DN26	O95926	reaction
F5H284	O95926	reaction
O95926	Q13595	reaction
Q13595	O95926	reaction
O95926	P62937	reaction
Q8WUA2	O95926	reaction
P45877	O95926	reaction
O95926	Q92620	reaction
O95926	P62304	reaction
O95926	Q7Z2Z2	reaction
O95926	O75934	reaction
O95926	Q9BZJ0	binding
Q9BZJ0	O95926	binding
O95926	Q8TE96	reaction
O75494	O95926	reaction
O95926	A0A0B4J2A2	binding
A0A0B4J2A2	O95926	binding
O95926	Q9H2U1	binding
Q9H2U1	O95926	binding
O95926	B2RXH8	binding
B2RXH8	O95926	binding
P62308	O95926	reaction
O95926	Q5SXM2	reaction
O95926	Q86SE5	binding
Q86SE5	O95926	binding
O95926	P62306	reaction
O95926	P14678	binding
P14678	O95926	binding
O60231	O95926	reaction
O95926	Q9NX07	binding
Q9NX07	O95926	binding
O95926	Q9HCS7	reaction
Q9HCS7	O95926	reaction
O95926	Q13427	binding
Q13427	O95926	binding
Q08211	O95926	reaction
O95926	P09651	binding
P09651	O95926	binding
P0DMR1	O95926	reaction
O95926	Q6P2Q9	reaction
O95926	Q7L2E3	binding
Q7L2E3	O95926	binding
O95926	Q9ULR0	binding
Q9ULR0	O95926	binding
O95926	Q969L4	reaction
Q969L4	O95926	reaction
O95926	P13639	reaction
O95926	O43143	reaction
O43143	O95926	reaction
O95926	O95391	reaction
O95391	O95926	reaction
O95926	P09012	reaction
O95926	Q15056	reaction
Q15056	O95926	reaction
O95926	Q14011	reaction
O95926	O43660	binding
O43660	O95926	binding
O95926	Q8NDG6	reaction
O95926	Q7Z478	reaction
P16383	O95926	reaction
O95926	Q32P51	reaction
Q32P51	O95926	reaction
O95926	Q9NXE8	reaction
O95926	Q92904	reaction
Q8WXF0	O95926	reaction
P07339	P25774	reaction
P07339	P08047	activation
P02750	P07339	reaction
P02100	P07339	reaction
P07339	O60911	reaction
P69891	P07339	reaction
P07858	P07339	reaction
P68871	P07339	reaction
P07339	P42685	reaction
P07339	Q9BS26	reaction
P07339	Q9UBX1	binding
Q9UBX1	P07339	binding
P07339	P01034	reaction
P07711	P07339	reaction
P04080	P07339	reaction
Q9Y2Y8	P07339	reaction
P07339	P13667	reaction
P07339	Q9H3G5	binding
Q9H3G5	P07339	binding
P07339	P07237	reaction
P07339	Q99523	binding
Q99523	P07339	binding
P07339	P10242	activation
P07339	Q09472	activation
P07339	P10619	binding
P10619	P07339	binding
P07339	P11717	binding
P11717	P07339	binding
P07602	P07339	catalysis
P22894	P16035	inhibition
P16035	P22894	inhibition
P22894	P41439	reaction
P22894	Q99727	inhibition
Q99727	P22894	inhibition
P22894	P14923	reaction
Q96GW7	P22894	catalysis
P22894	P35625	inhibition
P35625	P22894	inhibition
P02647	P41002	reaction
P41002	P02647	reaction
P02647	P04180	activation
P04180	P02647	activation
P02647	Q8WTV0	reaction
P02647	P02649	reaction
P02647	Q8IV13	binding
Q8IV13	P02647	binding
P20248	P02647	catalysis
P02647	P55058	binding
P55058	P02647	binding
P02647	Q13790	binding
Q13790	P02647	binding
P02647	Q8NCW5	binding
Q8NCW5	P02647	binding
P02647	O14791	binding
O14791	P02647	binding
P02647	P78396	reaction
P02647	P02787	reaction
P02768	P02647	catalysis
P02652	P02647	reaction
P02647	P10451	reaction
P02647	P05067	reaction
P02647	P00738	binding
P00738	P02647	binding
P02647	P00739	binding
P00739	P02647	binding
P02647	P02751	catalysis
P02647	P0DJI9	binding
P0DJI9	P02647	binding
P02647	P02654	binding
P02654	P02647	binding
P02647	P41235	binding
P41235	P02647	binding
P02647	Q9H081	binding
Q9H081	P02647	binding
P02647	O95477	binding
O95477	P02647	binding
P19320	P02647	expression
Q9UPR5	P63104	binding
P63104	Q9UPR5	binding
Q9UPR5	P57103	binding
P57103	Q9UPR5	binding
Q9UPR5	P62258	binding
P62258	Q9UPR5	binding
Q8NDI1	P45379	reaction
P45379	Q14847	reaction
Q14847	P45379	reaction
P45379	P0DP24	binding
P0DP24	P45379	binding
P45379	P60660	reaction
P60660	P45379	reaction
